method,parameter,value
rejection,weight1,0.948
sabc_4d,weight1,0.9232
loclin,weight1,0.9448
neuralnet,weight1,0.9432
lm,weight1,0.9376
rf,weight1,0.7464
rfboot,weight1,0.9583999999999999
loess,weight1,0.9471999999999999
average,weight1,1
rejection,weight2,0.9464
sabc_4d,weight2,0.9232
loclin,weight2,0.9432
neuralnet,weight2,0.944
lm,weight2,0.9392
rf,weight2,0.7488
rfboot,weight2,0.96
loess,weight2,0.952
average,weight2,1
