method,parameter,value
rejection,weight1,0.9563999999999999
sabc_4d,weight1,0.9541999999999999
loclin,weight1,0.943
neuralnet,weight1,0.9448
lm,weight1,0.9408
rf,weight1,0.7588
rfboot,weight1,0.954
loess,weight1,0.9471999999999999
average,weight1,1
rejection,weight2,0.958
sabc_4d,weight2,0.955
loclin,weight2,0.9431999999999999
neuralnet,weight2,0.945
lm,weight2,0.941
rf,weight2,0.7544
rfboot,weight2,0.9551999999999999
loess,weight2,0.9471999999999999
average,weight2,1
