method,parameter,value
rejection,mean,0.9676
sabc_4d,mean,0.9723999999999999
sabc_1d,mean,0.9603999999999999
loclin,mean,0.983
neuralnet,mean,0.5562
lm,mean,0.9404
rf,mean,0.9816
loess,mean,0.9466
rfboot,mean,0.956
average,mean,1
rejection,sd,0.48919999999999997
sabc_4d,sd,0.9703999999999999
sabc_1d,sd,0.952
loclin,sd,0.2944
neuralnet,sd,0.0962
lm,sd,0.9491999999999999
rf,sd,0.9833999999999999
loess,sd,0.944
rfboot,sd,0.9648
average,sd,1
