method,parameter,value
rejection,a,0.9696
sabc_4d,a,0.9551999999999999
sabc_1d,a,0.9536
loclin,a,0.9264
neuralnet,a,0.8824
lm,a,0.9408
rf,a,0.8904
rfboot,a,0.952
loess,a,0.9448
average,a,250
rejection,b,0.9576
sabc_4d,b,0.9392
sabc_1d,b,0.9408
loclin,b,0.9248000000000001
neuralnet,b,0.8656
lm,b,0.9376
rf,b,0.8976000000000001
rfboot,b,0.956
loess,b,0.948
average,b,250
