method,parameter,value
rejection,mean,0.9344
sabc_4d,mean,0.9072
sabc_1d,mean,0.9128000000000001
loclin,mean,0.9216
neuralnet,mean,0.8232
lm,mean,0.944
rf,mean,0.888
rfboot,mean,0.9656
loess,mean,0.9551999999999999
average,mean,1
rejection,sd,0.9336
sabc_4d,sd,0.9152
sabc_1d,sd,0.912
loclin,sd,0.9136000000000001
neuralnet,sd,0.82
lm,sd,0.9480000000000001
rf,sd,0.888
rfboot,sd,0.9712
loess,sd,0.9568
average,sd,1
