method,parameter,value
rejection,theta,0.9889498703272842
sabc_4d,theta,1.0710669735233775
loclin,theta,0.6639027041676595
neuralnet,theta,0.6687706889923501
lm,theta,2.4756406212331425
rf,theta,0.8062927512173289
loess,theta,1.0920154424492023
rfboot,theta,0.7315491604664814
average,theta,5.749427419803731
