method,parameter,value
rejection,theta,0.9264125619192821
sabc_4d,theta,0.9524938104495875
sabc_1d,theta,0.9991901649838448
loclin,theta,0.9262661133428897
neuralnet,theta,0.9415153784529904
lm,theta,1.0787499461676655
rf,theta,1.0426173036806048
rfboot,theta,0.9615353511543455
loess,theta,0.9365578022643886
average,theta,1.1647021197271732
