mean_dead,mean_recovered,mean_infected,min_dead,min_recovered,min_infected,last_dead,last_recovered,last_infected,sd_dead,sd_recovered,sd_infected,trend_dead,trend_recovered,trend_infected,max_dead,max_recovered,max_infected,snap_25_dead,snap_25_recovered,snap_25_infected,snap_50_dead,snap_50_recovered,snap_50_infected,snap_75_dead,snap_75_recovered,snap_75_infected,snap_100_dead,snap_100_recovered,snap_100_infected,snap_125_dead,snap_125_recovered,snap_125_infected,snap_150_dead,snap_150_recovered,snap_150_infected,snap_175_dead,snap_175_recovered,snap_175_infected,snap_200_dead,snap_200_recovered,snap_200_infected,snap_225_dead,snap_225_recovered,snap_225_infected,snap_250_dead,snap_250_recovered,snap_250_infected,snap_275_dead,snap_275_recovered,snap_275_infected,snap_300_dead,snap_300_recovered,snap_300_infected,snap_325_dead,snap_325_recovered,snap_325_infected,snap_350_dead,snap_350_recovered,snap_350_infected,snap_375_dead,snap_375_recovered,snap_375_infected,snap_400_dead,snap_400_recovered,snap_400_infected
0.97,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.16497272501840865,0.0003492013968055852,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
151.802,0.916,10.866,0.0,0.0,0.0,166.0,1.0,0.0,43.95992261139706,0.27738781516137057,46.256762143496054,0.15535852543410172,0.0009122916491665961,-0.110564170256681,166.0,1.0,310.0,2.0,0.0,64.0,148.0,1.0,63.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0,166.0,1.0,0.0
431.338,5.348,16.464,0.0,0.0,0.0,496.0,6.0,0.0,148.54920988009246,1.861960257363173,55.51126646006205,0.656713138852555,0.007001596006384022,-0.15291065964263859,496.0,7.0,333.0,3.0,0.0,12.0,104.0,1.0,333.0,421.0,7.0,19.0,455.0,6.0,13.0,474.0,6.0,5.0,483.0,6.0,2.0,488.0,6.0,2.0,492.0,6.0,4.0,496.0,6.0,0.0,496.0,6.0,0.0,496.0,6.0,0.0,496.0,6.0,0.0,496.0,6.0,0.0,496.0,6.0,0.0,496.0,6.0,0.0,496.0,6.0,0.0
420.338,5.3,15.372,0.0,0.0,0.0,481.0,6.0,0.0,145.4534968847423,1.724528921183987,50.09512567106754,0.6273831015324057,0.0073054372217488785,-0.143936063744255,481.0,7.0,292.0,2.0,1.0,15.0,101.0,1.0,280.0,406.0,5.0,38.0,454.0,6.0,13.0,473.0,6.0,2.0,477.0,6.0,3.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0,481.0,6.0,0.0
375.81,3.508,15.23,0.0,0.0,0.0,440.0,4.0,0.0,147.22480056023278,1.1584196130936406,56.4877429182645,0.6545995943983768,0.005054324217296866,-0.1349726518906075,440.0,5.0,350.0,1.0,1.0,1.0,9.0,1.0,85.0,286.0,2.0,132.0,428.0,4.0,6.0,436.0,4.0,3.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0,440.0,4.0,0.0
130.39,0.004,6.132,0.0,0.0,0.0,144.0,0.0,0.0,39.38631615167912,0.08935323161475478,24.23655454061064,0.14723497293989155,-3.926415705662826e-05,-0.06193215172860691,144.0,2.0,168.0,3.0,0.0,36.0,91.0,0.0,51.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0,144.0,0.0,0.0
199.164,1.834,9.078,0.0,0.0,0.0,219.0,2.0,0.0,58.63580053175766,0.5607530650830221,36.42021301420377,0.2154667178668713,0.0018301033204132806,-0.09249612998451993,219.0,3.0,257.0,4.0,0.0,79.0,165.0,1.0,47.0,216.0,2.0,3.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0,219.0,2.0,0.0
1.918,0.0,0.056,0.0,0.0,0.0,2.0,0.0,0.0,0.37851816336868865,0.0,0.269933325100844,0.0009424837699350758,0.0,-0.0006384025536102142,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
227.172,3.63,11.142,0.0,0.0,0.0,251.0,4.0,0.0,67.9182038631756,1.1068423555321558,42.853446022461725,0.2569858279433114,0.004019200076800304,-0.11248532994131975,251.0,4.0,274.0,4.0,0.0,73.0,169.0,4.0,88.0,243.0,4.0,5.0,250.0,4.0,1.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0,251.0,4.0,0.0
93.646,0.008,8.106,0.0,0.0,0.0,104.0,0.0,0.0,29.382863781462515,0.08908422980528068,32.85670044298407,0.11143671774687085,-7.603230412921653e-05,-0.07966519866079466,104.0,1.0,199.0,3.0,0.0,12.0,39.0,1.0,191.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0,104.0,0.0,0.0
487.62,7.252,17.008,0.0,0.0,0.0,540.0,8.0,0.0,148.12900998791594,2.227217097635491,63.55608496438342,0.5635103500414,0.008118176472705888,-0.17071700286801142,540.0,8.0,397.0,5.0,0.0,99.0,363.0,6.0,140.0,518.0,8.0,10.0,533.0,8.0,6.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0,540.0,8.0,0.0
267.446,0.88,10.594,0.0,0.0,0.0,308.0,1.0,0.0,97.0583282567747,0.386781592116269,39.112110196204256,0.41886345145380555,0.0012946611786447135,-0.09780341521366086,308.0,2.0,267.0,2.0,0.0,2.0,18.0,0.0,216.0,268.0,1.0,20.0,293.0,1.0,7.0,302.0,1.0,5.0,307.0,1.0,1.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0,308.0,1.0,0.0
0.968,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.1759999999999979,0.0,0.16497272501840865,0.00037171348685394726,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
307.392,3.394,13.704,0.0,0.0,0.0,366.0,4.0,0.0,123.34899406156568,1.4922345660116696,48.77040479635112,0.5812895251581004,0.006195336781347123,-0.11773784695138777,366.0,6.0,308.0,4.0,0.0,1.0,8.0,0.0,39.0,180.0,1.0,160.0,327.0,5.0,9.0,347.0,4.0,7.0,356.0,4.0,1.0,360.0,4.0,5.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0,366.0,4.0,0.0
0.97,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.16497272501840865,0.0003492013968055852,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.97,0.0,0.042,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.26122021361296177,0.0003492013968055852,0.0,-0.0004855219420877684,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
173.17,0.032,6.768,0.0,0.0,0.0,192.0,0.0,0.0,53.65270822614698,0.17599999999999813,25.886100053889617,0.20298421993687957,-0.0002841611366445466,-0.06782081528326113,192.0,1.0,165.0,1.0,0.0,36.0,102.0,0.0,84.0,191.0,0.0,1.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0,192.0,0.0,0.0
493.916,7.93,17.812,0.0,0.0,0.0,556.0,9.0,0.0,153.2697000192812,2.5925084377875853,60.5719130950974,0.6390363481453923,0.010978747914991658,-0.17308629234516928,556.0,9.0,355.0,8.0,0.0,93.0,319.0,5.0,165.0,501.0,8.0,15.0,526.0,8.0,5.0,534.0,8.0,3.0,539.0,9.0,2.0,544.0,9.0,4.0,550.0,9.0,5.0,556.0,9.0,0.0,556.0,9.0,0.0,556.0,9.0,0.0,556.0,9.0,0.0,556.0,9.0,0.0,556.0,9.0,0.0,556.0,9.0,0.0,556.0,9.0,0.0
98.49,0.9,7.192,0.0,0.0,0.0,108.0,1.0,0.0,28.6229610627553,0.29999999999999705,29.641375406684332,0.10364215856863412,0.001074916299665198,-0.07300330001320003,108.0,1.0,198.0,4.0,0.0,47.0,80.0,1.0,62.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0,108.0,1.0,0.0
183.25,0.916,9.54,0.0,0.0,0.0,201.0,1.0,0.0,52.79749520573869,0.3177168550769674,38.154061382767296,0.19302974811899234,0.000929667718670874,-0.09762029448117791,201.0,2.0,262.0,6.0,0.0,103.0,162.0,1.0,37.0,197.0,1.0,5.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0,201.0,1.0,0.0
2.876,0.0,0.084,0.0,0.0,0.0,3.0,0.0,0.0,0.5662366996230492,0.0,0.41586536282792946,0.0014241656966627846,0.0,-0.0009528998115992464,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
4.762,0.0,0.156,0.0,0.0,0.0,5.0,0.0,0.0,0.9946637622835195,0.0,0.7318907022226782,0.0027134028536114135,0.0,-0.0017454789819159277,5.0,0.0,5.0,3.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
557.058,7.918,19.096,0.0,0.0,0.0,635.0,9.0,0.0,192.13931049111224,2.931770113770839,67.06706184111493,0.8110992283969134,0.011485437941751756,-0.17977675110700442,635.0,10.0,397.0,4.0,0.0,14.0,130.0,0.0,388.0,572.0,8.0,25.0,607.0,10.0,11.0,622.0,9.0,8.0,632.0,9.0,3.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0,635.0,9.0,0.0
302.7,0.038,11.07,0.0,0.0,0.0,332.0,0.0,0.0,88.00376128325536,0.19119623427253848,42.82262369355691,0.3192287329149314,-0.00036427345709382847,-0.11345051780207116,332.0,1.0,271.0,4.0,0.0,123.0,262.0,1.0,54.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0,332.0,0.0,0.0
3.812,0.0,0.112,0.0,0.0,0.0,4.0,0.0,0.0,0.7827234505238795,0.0,0.48523808589186923,0.002142824571298284,0.0,-0.001256549026196104,4.0,0.0,4.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
2.88,0.0,0.08,0.0,0.0,0.0,3.0,0.0,0.0,0.5599999999999955,0.0,0.4069397989875153,0.0013805815223260863,0.0,-0.0009093156372625491,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
103.246,0.898,4.338,0.0,0.0,0.0,113.0,1.0,0.0,29.795662167503295,0.30264831075028503,17.79516102765006,0.1065607622430489,0.0010991563966255852,-0.04462544250176996,113.0,1.0,131.0,4.0,0.0,50.0,90.0,0.0,21.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0,113.0,1.0,0.0
221.19,0.924,11.866,0.0,0.0,0.0,251.0,1.0,0.0,76.72815584907414,0.360865625960686,46.81576704487531,0.3139239916959665,0.0008714914859659429,-0.11243723374893501,251.0,3.0,289.0,4.0,0.0,8.0,43.0,0.0,265.0,241.0,1.0,12.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0,251.0,1.0,0.0
4.708,0.0,0.14,0.0,0.0,0.0,5.0,0.0,0.0,1.0671157388025196,0.0,0.5370288632838993,0.003281773127092503,0.0,-0.001533510134040536,5.0,0.0,3.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0
353.996,3.484,13.66,0.0,0.0,0.0,407.0,4.0,0.0,122.20566265112208,1.2750466658126667,46.118720710791386,0.5400280801123202,0.0053681494725978905,-0.1271512606050424,407.0,4.0,289.0,2.0,0.0,11.0,89.0,2.0,246.0,345.0,3.0,21.0,372.0,4.0,4.0,381.0,4.0,9.0,395.0,4.0,7.0,405.0,4.0,2.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0,407.0,4.0,0.0
225.444,1.778,8.56,0.0,0.0,0.0,253.0,2.0,0.0,74.29481047825723,0.6234709295548589,32.70025076356443,0.29344254977019896,0.002368089472357889,-0.08346398185592746,253.0,2.0,205.0,2.0,0.0,12.0,84.0,0.0,168.0,245.0,2.0,6.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0,253.0,2.0,0.0
3.79,0.0,0.132,0.0,0.0,0.0,4.0,0.0,0.0,0.8061637550771018,0.0,0.5427485605692611,0.002374905499621994,0.0,-0.0014685178740714957,4.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
236.892,1.82,9.108,0.0,0.0,0.0,262.0,2.0,0.0,72.34274211004058,0.5509990925582329,35.234646812477145,0.2712138528554112,0.0019544718178872685,-0.09171108684434731,262.0,2.0,217.0,4.0,0.0,46.0,167.0,2.0,81.0,259.0,2.0,1.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0,262.0,2.0,0.0
85.102,0.032,3.93,0.0,0.0,0.0,94.0,0.0,0.0,25.64120894185747,0.17599999999999805,14.930542521958198,0.09620635282541123,-0.0003133452533810135,-0.03969630278521111,94.0,1.0,107.0,2.0,0.0,29.0,58.0,1.0,40.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0
0.97,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.16497272501840865,0.0003492013968055852,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.966,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.1812291367302765,0.0,0.16497272501840865,0.0003941295765183055,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
98.08,0.896,4.302,0.0,0.0,0.0,107.0,1.0,0.0,27.729291372121455,0.30526054445342027,17.482871503274136,0.09776323905295606,0.0011182124728498907,-0.04446588986355946,107.0,1.0,124.0,3.0,0.0,50.0,91.0,0.0,15.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0,107.0,1.0,0.0
1.924,0.0,0.06,0.0,0.0,0.0,2.0,0.0,0.0,0.3663659372812891,0.0,0.3231098884280683,0.000876483505934021,0.0,-0.0006870747482989931,2.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
428.81,4.318,15.526,0.0,0.0,0.0,499.0,5.0,0.0,161.51639514303147,1.6348932686876076,56.256673595227234,0.7149156756627022,0.007041772167088664,-0.1396959667838671,499.0,5.0,363.0,3.0,0.0,3.0,15.0,0.0,188.0,399.0,4.0,67.0,479.0,5.0,2.0,486.0,5.0,4.0,491.0,5.0,1.0,493.0,5.0,4.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0,499.0,5.0,0.0
399.328,6.186,14.514,0.0,0.0,0.0,447.0,7.0,0.0,127.23537407497889,2.1576385239423446,53.00914830479771,0.5060929043716172,0.008615506462025833,-0.1425291301165205,447.0,7.0,320.0,4.0,0.0,49.0,207.0,2.0,201.0,421.0,7.0,9.0,438.0,7.0,4.0,443.0,7.0,3.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0,447.0,7.0,0.0
536.808,2.694,18.158,0.0,0.0,0.0,600.0,3.0,0.0,167.22243610233502,0.9013123764822065,63.39679042349045,0.6686740666962666,0.00329718118872475,-0.17868892275569104,600.0,3.0,377.0,6.0,0.0,90.0,336.0,1.0,195.0,558.0,3.0,14.0,581.0,3.0,6.0,590.0,3.0,4.0,596.0,3.0,3.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0,600.0,3.0,0.0
2.858,0.0,0.102,0.0,0.0,0.0,3.0,0.0,0.0,0.5777854272997847,0.0,0.46432316332484913,0.0016155424621698473,0.0,-0.0011389005556022222,3.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
232.194,0.0,10.468,0.0,0.0,0.0,256.0,0.0,0.0,69.93568734201331,0.0,41.70804449983216,0.25817119268477035,0.0,-0.10604432817731269,256.0,0.0,278.0,4.0,0.0,77.0,180.0,0.0,92.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0,256.0,0.0,0.0
212.886,2.68,9.322,0.0,0.0,0.0,236.0,3.0,0.0,65.46108007052742,0.8840814442120085,36.36556497567383,0.24886616346465362,0.00340359761439045,-0.09343194172776688,236.0,3.0,238.0,4.0,0.0,41.0,146.0,0.0,83.0,231.0,3.0,3.0,235.0,3.0,1.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0,236.0,3.0,0.0
255.648,4.172,10.98,0.0,0.0,0.0,307.0,5.0,0.0,90.09124317046619,1.665657828006718,32.89862611113101,0.4601114084456334,0.008087264349057391,-0.09459205836823348,307.0,5.0,214.0,3.0,0.0,9.0,74.0,0.0,170.0,225.0,3.0,17.0,247.0,4.0,6.0,259.0,4.0,5.0,267.0,5.0,4.0,274.0,5.0,3.0,281.0,5.0,5.0,288.0,5.0,5.0,296.0,5.0,3.0,301.0,5.0,2.0,304.0,5.0,3.0,307.0,5.0,0.0,307.0,5.0,0.0,307.0,5.0,0.0,307.0,5.0,0.0
113.054,0.002,5.518,0.0,0.0,0.0,124.0,0.0,0.0,32.91806622509899,0.04467661580737739,22.958259428798115,0.11926334105336413,-1.9152076608306405e-05,-0.05638452953811813,124.0,1.0,177.0,4.0,0.0,44.0,96.0,1.0,28.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0,124.0,0.0,0.0
