mean_dead,mean_recovered,mean_infected,min_dead,min_recovered,min_infected,last_dead,last_recovered,last_infected,sd_dead,sd_recovered,sd_infected,trend_dead,trend_recovered,trend_infected,max_dead,max_recovered,max_infected,snap_25_dead,snap_25_recovered,snap_25_infected,snap_50_dead,snap_50_recovered,snap_50_infected,snap_75_dead,snap_75_recovered,snap_75_infected,snap_100_dead,snap_100_recovered,snap_100_infected,snap_125_dead,snap_125_recovered,snap_125_infected,snap_150_dead,snap_150_recovered,snap_150_infected,snap_175_dead,snap_175_recovered,snap_175_infected,snap_200_dead,snap_200_recovered,snap_200_infected,snap_225_dead,snap_225_recovered,snap_225_infected,snap_250_dead,snap_250_recovered,snap_250_infected,snap_275_dead,snap_275_recovered,snap_275_infected,snap_300_dead,snap_300_recovered,snap_300_infected,snap_325_dead,snap_325_recovered,snap_325_infected,snap_350_dead,snap_350_recovered,snap_350_infected,snap_375_dead,snap_375_recovered,snap_375_infected,snap_400_dead,snap_400_recovered,snap_400_infected
180.214,1.724,10.234,0.0,0.0,0.0,202.0,2.0,0.0,59.20496773075695,0.6751473913154099,40.97803367659303,0.23237406549626183,0.002852555410221637,-0.09963577454309816,202.0,2.0,268.0,3.0,0.0,11.0,64.0,0.0,245.0,200.0,2.0,2.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0,202.0,2.0,0.0
383.558,3.582,14.928,0.0,0.0,0.0,436.0,4.0,0.0,125.47182407217906,1.1203910031770032,53.45711193096747,0.5345968103872414,0.004447073788295153,-0.1425745862983452,436.0,4.0,348.0,3.0,0.0,30.0,157.0,1.0,237.0,395.0,4.0,9.0,409.0,4.0,6.0,416.0,4.0,4.0,421.0,4.0,2.0,425.0,4.0,3.0,429.0,4.0,2.0,434.0,4.0,2.0,436.0,4.0,0.0,436.0,4.0,0.0,436.0,4.0,0.0,436.0,4.0,0.0,436.0,4.0,0.0,436.0,4.0,0.0,436.0,4.0,0.0
0.97,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.16497272501840865,0.0003492013968055852,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
93.136,0.0,4.214,0.0,0.0,0.0,103.0,0.0,0.0,28.27489175929773,0.0,16.04531719848519,0.10652961011844038,0.0,-0.04246303385213539,103.0,0.0,104.0,2.0,0.0,24.0,63.0,0.0,38.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0,103.0,0.0,0.0
2.866,0.0,0.088,0.0,0.0,0.0,3.0,0.0,0.0,0.572751254909143,0.0,0.3952922969145772,0.001531446125784501,0.0,-0.0009916839667358669,3.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
676.738,6.116,20.966,0.0,0.0,0.0,755.0,7.0,0.0,213.7398263216283,2.086754417750212,74.96754527127109,0.8356900147600587,0.009107460429841707,-0.20657981831927327,755.0,7.0,453.0,4.0,0.0,83.0,413.0,3.0,249.0,721.0,5.0,16.0,742.0,6.0,9.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0,755.0,7.0,0.0
365.728,3.68,14.238,0.0,0.0,0.0,408.0,4.0,0.0,117.00870914594397,1.1548160026601595,54.27707947190957,0.452899091596366,0.00356209424837699,-0.14076598706394824,408.0,5.0,328.0,1.0,0.0,44.0,189.0,5.0,219.0,402.0,4.0,6.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0,408.0,4.0,0.0
93.604,0.0,4.556,0.0,0.0,0.0,102.0,0.0,0.0,26.119019583437872,0.0,18.559064200546324,0.09206264025056085,0.0,-0.04718140472561891,102.0,0.0,136.0,4.0,0.0,56.0,83.0,0.0,21.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0,102.0,0.0,0.0
3.812,0.0,0.128,0.0,0.0,0.0,4.0,0.0,0.0,0.7827234505238795,0.0,0.5827658191760979,0.0021430165720662856,0.0,-0.001431461725846903,4.0,0.0,5.0,3.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0
388.566,3.592,14.0,0.0,0.0,0.0,432.0,4.0,0.0,121.19548524594478,1.1478397100640911,51.26008193516667,0.46630607322429296,0.004382513530054115,-0.13934906939627756,432.0,4.0,304.0,3.0,0.0,64.0,234.0,2.0,171.0,420.0,4.0,6.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0,432.0,4.0,0.0
100.378,0.956,4.652,0.0,0.0,0.0,110.0,1.0,0.0,29.018392719101072,0.371569643539405,18.375388322427582,0.10492078768315058,0.0005346261385045518,-0.047582302329209326,110.0,3.0,128.0,2.0,0.0,37.0,87.0,1.0,28.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0,110.0,1.0,0.0
520.478,8.008,17.63,0.0,0.0,0.0,586.0,9.0,0.0,164.80056285098104,2.660814912766419,58.62433880224128,0.6831412765651056,0.010532394129576505,-0.1709322837291349,586.0,9.0,353.0,6.0,0.0,71.0,296.0,3.0,196.0,526.0,8.0,23.0,555.0,9.0,8.0,570.0,9.0,5.0,577.0,9.0,2.0,583.0,9.0,1.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0,586.0,9.0,0.0
253.864,1.692,10.442,0.0,0.0,0.0,291.0,2.0,0.0,89.03622579602074,0.684935033415579,36.251436330165006,0.3842446089784355,0.0030944763779055104,-0.09769090276361105,291.0,2.0,247.0,3.0,0.0,3.0,37.0,1.0,247.0,250.0,1.0,19.0,274.0,2.0,6.0,285.0,2.0,7.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0,291.0,2.0,0.0
603.014,7.916,19.494,0.0,0.0,0.0,683.0,9.0,0.0,205.03500628917075,2.748261996244177,68.45072654106806,0.841958647834591,0.01137748550994203,-0.18594981579926317,683.0,9.0,425.0,6.0,0.0,20.0,133.0,1.0,421.0,627.0,8.0,33.0,674.0,9.0,8.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0,683.0,9.0,0.0
1.922,0.0,0.08,0.0,0.0,0.0,2.0,0.0,0.0,0.3632024228994092,0.0,0.42142615011410883,0.0008975555902223592,0.0,-0.0009095076380305522,2.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
112.226,0.016,7.746,0.0,0.0,0.0,122.0,0.0,0.0,31.039376991170613,0.15409088227406653,32.9695235634362,0.10750694202776791,-0.00016032064128256517,-0.07993659174636697,122.0,2.0,235.0,5.0,0.0,85.0,111.0,0.0,27.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0,122.0,0.0,0.0
218.916,3.604,9.044,0.0,0.0,0.0,252.0,4.0,0.0,67.86018673714337,1.1641237047668271,29.614355708000602,0.3171337165348658,0.00427825711302845,-0.08506258025032097,252.0,4.0,189.0,8.0,0.0,63.0,143.0,2.0,62.0,204.0,4.0,6.0,212.0,4.0,6.0,223.0,4.0,4.0,232.0,4.0,2.0,236.0,4.0,2.0,241.0,4.0,2.0,248.0,4.0,2.0,252.0,4.0,0.0,252.0,4.0,0.0,252.0,4.0,0.0,252.0,4.0,0.0,252.0,4.0,0.0,252.0,4.0,0.0,252.0,4.0,0.0
186.892,1.736,8.876,0.0,0.0,0.0,223.0,2.0,0.0,70.61620448593904,0.6436645088864187,28.8267345358437,0.34734330937323726,0.0027281389125556484,-0.07714446857787427,223.0,3.0,177.0,3.0,0.0,2.0,12.0,0.0,133.0,151.0,1.0,27.0,184.0,2.0,7.0,196.0,2.0,7.0,205.0,2.0,2.0,209.0,2.0,6.0,217.0,2.0,3.0,223.0,2.0,0.0,223.0,2.0,0.0,223.0,2.0,0.0,223.0,2.0,0.0,223.0,2.0,0.0,223.0,2.0,0.0,223.0,2.0,0.0,223.0,2.0,0.0
485.532,5.734,17.618,0.0,0.0,0.0,567.0,7.0,0.0,175.2146254626028,2.233213827648423,58.94295611860664,0.8053253333013323,0.011733022932091717,-0.15768768675074699,567.0,7.0,355.0,3.0,0.0,6.0,51.0,0.0,349.0,467.0,5.0,33.0,512.0,5.0,8.0,525.0,5.0,7.0,534.0,6.0,6.0,545.0,6.0,9.0,556.0,7.0,5.0,564.0,7.0,1.0,566.0,7.0,1.0,567.0,7.0,0.0,567.0,7.0,0.0,567.0,7.0,0.0,567.0,7.0,0.0,567.0,7.0,0.0,567.0,7.0,0.0
1.922,0.0,0.06,0.0,0.0,0.0,2.0,0.0,0.0,0.3632024228994092,0.0,0.29051678092667693,0.0008975555902223592,0.0,-0.0006827547310189238,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
412.622,2.754,15.57,0.0,0.0,0.0,456.0,3.0,0.0,122.94886382557488,0.7781285240884094,58.77095456090524,0.46656210624842437,0.0026990027960111804,-0.15724397297589202,456.0,3.0,393.0,7.0,0.0,124.0,334.0,2.0,91.0,439.0,3.0,5.0,448.0,3.0,2.0,455.0,3.0,1.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0,456.0,3.0,0.0
277.116,0.0,10.95,0.0,0.0,0.0,306.0,0.0,0.0,84.06337219027033,0.0,42.54794354607484,0.31271232284929107,0.0,-0.11049831399325596,306.0,0.0,272.0,6.0,0.0,63.0,195.0,0.0,112.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0,306.0,0.0,0.0
122.376,0.864,8.504,0.0,0.0,0.0,136.0,1.0,0.0,38.15969895059406,0.3427885645700556,33.92152685242779,0.14634183336733325,0.0014100536402145596,-0.08393860775443095,136.0,1.0,219.0,3.0,0.0,19.0,71.0,0.0,153.0,133.0,1.0,2.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0,136.0,1.0,0.0
0.966,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.1812291367302765,0.0,0.16497272501840865,0.0003941295765183055,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
199.974,0.008,9.6,0.0,0.0,0.0,220.0,0.0,0.0,59.64931956024353,0.08908422980528069,39.8024119872154,0.2177115428461711,-8.102432409729638e-05,-0.09747072588290351,220.0,1.0,272.0,3.0,0.0,54.0,164.0,0.0,66.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0,220.0,0.0,0.0
116.268,1.82,5.26,0.0,0.0,0.0,128.0,2.0,0.0,34.61271696934469,0.5509990925582328,21.77017225471559,0.1273321253285012,0.001957159828639312,-0.05352155808623234,128.0,2.0,155.0,2.0,0.0,28.0,93.0,1.0,30.0,127.0,2.0,1.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0,128.0,2.0,0.0
171.336,0.898,10.494,0.0,0.0,0.0,188.0,1.0,0.0,50.25629417296832,0.30264831075028503,43.75863302252476,0.18160527042108146,0.0010991563966255852,-0.10656498625994501,188.0,1.0,311.0,2.0,0.0,65.0,150.0,0.0,90.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0,188.0,1.0,0.0
1.926,0.0,0.054,0.0,0.0,0.0,2.0,0.0,0.0,0.3585024407169378,0.0,0.2740145981512647,0.0008539714158856621,0.0,-0.0006179064716258863,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
143.556,0.968,8.346,0.0,0.0,0.0,157.0,1.0,0.0,41.21449822574603,0.40862696925190933,35.128710252441756,0.1469790839163354,0.00040761763047052007,-0.08554829419317676,157.0,4.0,240.0,6.0,0.0,71.0,129.0,2.0,38.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0,157.0,1.0,0.0
119.918,1.756,7.888,0.0,0.0,0.0,132.0,2.0,0.0,35.63940622400962,0.6037085389490591,32.16015323346557,0.13112121248484992,0.002525386101544404,-0.07956579026316109,132.0,3.0,226.0,1.0,0.0,44.0,92.0,2.0,86.0,131.0,1.0,1.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0,132.0,2.0,0.0
234.702,0.886,10.402,0.0,0.0,0.0,263.0,1.0,0.0,77.16678816693172,0.3178112647468635,41.966372204420445,0.3020175440701761,0.0012120528482113917,-0.10187680750723004,263.0,1.0,290.0,3.0,0.0,13.0,91.0,0.0,200.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0,263.0,1.0,0.0
490.094,6.784,16.744,0.0,0.0,0.0,556.0,8.0,0.0,157.3258312039052,2.5458483851164098,54.018575175581546,0.6768544034176133,0.012132432529730114,-0.15943215772863098,556.0,8.0,312.0,5.0,0.0,57.0,258.0,2.0,197.0,483.0,5.0,14.0,507.0,6.0,11.0,524.0,8.0,10.0,544.0,8.0,5.0,552.0,8.0,4.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0,556.0,8.0,0.0
224.034,2.688,8.928,0.0,0.0,0.0,252.0,3.0,0.0,67.86696430517527,0.8710086107496402,30.152326875383668,0.2883673454693818,0.0033447493789975145,-0.08750569402277607,252.0,3.0,197.0,3.0,0.0,77.0,162.0,2.0,42.0,217.0,3.0,7.0,230.0,3.0,3.0,236.0,3.0,8.0,247.0,3.0,4.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0,252.0,3.0,0.0
285.588,1.81,12.608,0.0,0.0,0.0,318.0,2.0,0.0,90.17411078574644,0.5778408085277505,49.303248736772396,0.34760337441349726,0.002061560246240983,-0.12512152448609795,318.0,3.0,302.0,3.0,0.0,39.0,159.0,1.0,178.0,313.0,2.0,2.0,317.0,2.0,1.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0,318.0,2.0,0.0
5.676,0.0,0.166,0.0,0.0,0.0,6.0,0.0,0.0,1.2308631118040576,0.0,0.6437732520072607,0.0036594386377545485,0.0,-0.0018337513350053405,6.0,0.0,4.0,3.0,0.0,2.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
468.254,3.642,16.946,0.0,0.0,0.0,520.0,4.0,0.0,145.55545157773884,1.0760278806796655,63.52882089256785,0.5563596174384688,0.0038941115764463004,-0.16907678830715334,520.0,4.0,374.0,3.0,0.0,85.0,310.0,3.0,183.0,506.0,4.0,10.0,518.0,4.0,2.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0,520.0,4.0,0.0
0.97,0.0,0.048,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.2714700720153185,0.0003492013968055852,0.0,-0.0005527702110808442,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
213.012,0.9,10.898,0.0,0.0,0.0,238.0,1.0,0.0,68.89571725441326,0.29999999999999716,44.00676761590194,0.26735146940587723,0.0010683882735530933,-0.10676524306097224,238.0,1.0,293.0,4.0,0.0,14.0,89.0,0.0,253.0,236.0,1.0,3.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0,238.0,1.0,0.0
116.946,0.006,7.632,0.0,0.0,0.0,128.0,0.0,0.0,33.69265623247942,0.07722693830523214,32.31693945905151,0.12071889887559534,-5.774423097692396e-05,-0.07792082368329473,128.0,1.0,233.0,4.0,0.0,55.0,103.0,1.0,39.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0
315.258,3.632,11.958,0.0,0.0,0.0,350.0,4.0,0.0,95.20854707430343,1.113811474173232,43.881752882035244,0.37064581858327394,0.0040036960147840535,-0.11978855915423657,350.0,4.0,284.0,5.0,0.0,76.0,235.0,3.0,85.0,329.0,4.0,8.0,340.0,4.0,3.0,345.0,4.0,3.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0,350.0,4.0,0.0
239.776,0.042,11.528,0.0,0.0,0.0,276.0,0.0,0.0,88.06251088857184,0.20058913230781258,44.203859740977414,0.37589132756530996,-0.00033364933459733843,-0.106063720254881,276.0,1.0,293.0,2.0,0.0,6.0,19.0,0.0,154.0,235.0,1.0,38.0,274.0,0.0,2.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,0.0,0.0
0.97,0.0,0.028,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.16497272501840865,0.0003492013968055852,0.0,-0.0003252493009972042,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
502.442,1.824,17.646,0.0,0.0,0.0,577.0,2.0,0.0,182.94713617873236,0.7328192137219172,64.1670685320743,0.775472813891255,0.002029832119328475,-0.16330745322981288,577.0,3.0,374.0,2.0,0.0,2.0,32.0,0.0,317.0,517.0,3.0,37.0,569.0,3.0,7.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0,577.0,2.0,0.0
0.97,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.17058722109231886,0.0,0.2497999199359356,0.0003492013968055852,0.0,-0.00046291385165540713,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
124.918,0.922,8.966,0.0,0.0,0.0,138.0,1.0,0.0,38.16044124482795,0.26817158686184706,37.89571010022098,0.14160992643970574,0.0008629954519818067,-0.08932274129096517,138.0,1.0,262.0,4.0,0.0,16.0,94.0,1.0,129.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0,138.0,1.0,0.0
1.918,0.0,0.072,0.0,0.0,0.0,2.0,0.0,0.0,0.37319699891612906,0.0,0.33289037234501073,0.0009417157668630642,0.0,-0.0008135072540290161,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
