mean_count lineageA,mean_count lineageB,mean_count lineageC,mean_count lineageD,mean_count turtles,min_count lineageA,min_count lineageB,min_count lineageC,min_count lineageD,min_count turtles,last_count lineageA,last_count lineageB,last_count lineageC,last_count lineageD,last_count turtles,sd_count lineageA,sd_count lineageB,sd_count lineageC,sd_count lineageD,sd_count turtles,trend_count lineageA,trend_count lineageB,trend_count lineageC,trend_count lineageD,trend_count turtles,max_count lineageA,max_count lineageB,max_count lineageC,max_count lineageD,max_count turtles,snap_50_count lineageA,snap_50_count lineageB,snap_50_count lineageC,snap_50_count lineageD,snap_50_count turtles,snap_100_count lineageA,snap_100_count lineageB,snap_100_count lineageC,snap_100_count lineageD,snap_100_count turtles,snap_150_count lineageA,snap_150_count lineageB,snap_150_count lineageC,snap_150_count lineageD,snap_150_count turtles
0.085,0.1,0.11,0.085,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6540451054782118,0.6708203932499407,0.7402026749478845,0.6540451054782118,2.6656331330473644,-0.002508812720318007,-0.0029385734643366064,-0.003229580739518486,-0.002507312682817071,-0.01118427960699016,6.0,5.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.18,0.19,0.295,0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953211714239685,0.8930845424706421,0.8740137298692765,0.9316517589743554,3.511662711594057,-0.006255156378909472,-0.005202130053251329,-0.00545863646591165,-0.008072451811295274,-0.02498837470936773,6.0,6.0,6.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.08,0.075,0.085,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5701754116059428,0.6112282715974444,0.6077622890571568,0.6227158260394586,2.398728830026433,-0.0020700517512937827,-0.0023610590264756598,-0.002216305407635191,-0.0025058126453161357,-0.009153228830720754,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.085,0.095,0.08,0.085,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6306940621252156,0.6678135967468724,0.6112282715974444,0.6227158260394586,2.50917815230405,-0.0025073126828170696,-0.0027953198829970744,-0.0023610590264756598,-0.0025058126453161357,-0.01016950423760592,6.0,5.0,5.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.4,16.04,7.315,19.05,59.805,5.0,5.0,5.0,5.0,20.0,21.0,19.0,8.0,22.0,70.0,5.75065213693195,4.73269479261022,1.1071472350143845,5.406246387282049,16.797826496306065,0.08060901522538064,0.06611565289132228,0.015322133053326335,0.07030825770644264,0.23235505887647193,21.0,19.0,8.0,22.0,70.0,13.0,11.0,7.0,20.0,51.0,21.0,19.0,8.0,22.0,70.0,21.0,19.0,8.0,22.0,70.0
23.365,19.76,17.09,14.97,75.185,5.0,5.0,5.0,5.0,20.0,28.0,24.0,20.0,18.0,90.0,7.664318299757646,6.685237467734419,4.850968975369768,4.65930252291048,23.7722690334767,0.10569789244731119,0.09440936023400585,0.06646966174154353,0.06656866421660544,0.33314557863946603,28.0,24.0,20.0,18.0,90.0,20.0,14.0,14.0,12.0,60.0,28.0,24.0,20.0,18.0,90.0,28.0,24.0,20.0,18.0,90.0
0.165,0.145,0.16,0.205,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841293646713196,0.7375466086966943,0.8392854103342899,0.9181367000615952,3.2770985642790866,-0.00477986949673742,-0.004203855096377403,-0.004642616065401638,-0.005879396984924623,-0.019505737643441077,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.79,53.295,80.27,72.73,243.085,5.0,5.0,5.0,5.0,20.0,47.0,68.0,106.0,95.0,316.0,15.72532670566823,22.711406275261705,39.17010467180288,33.89494210055539,111.40510659301052,0.22393609840246007,0.3228718217955449,0.558172954323858,0.4848826220655517,1.5898634965874145,47.0,68.0,106.0,95.0,316.0,25.0,36.0,40.0,44.0,145.0,47.0,68.0,106.0,95.0,316.0,47.0,68.0,106.0,95.0,316.0
48.54,48.12,38.08,58.71,193.45,5.0,5.0,5.0,5.0,20.0,63.0,60.0,48.0,74.0,245.0,21.83250787243645,19.437736493738132,15.314163379042283,23.80117434077577,80.10454106977973,0.3125643141078528,0.26896872421810547,0.21710642766069152,0.3379914497862447,1.1366309157728944,63.0,60.0,48.0,74.0,245.0,25.0,36.0,23.0,44.0,128.0,63.0,60.0,48.0,74.0,245.0,63.0,60.0,48.0,74.0,245.0
51.555,33.12,30.05,28.285,143.01,5.0,5.0,5.0,5.0,20.0,64.0,41.0,37.0,36.0,178.0,19.898667668967153,12.551318655822625,11.325082781154453,11.771736278051774,55.30732230003543,0.27891772294307354,0.17646441161029028,0.15725043126078153,0.16730143253581342,0.7799339983499586,66.0,41.0,37.0,37.0,178.0,39.0,27.0,21.0,16.0,103.0,64.0,41.0,37.0,36.0,178.0,64.0,41.0,37.0,36.0,178.0
0.12,0.125,0.135,0.135,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7520638270785233,0.7806247497997998,0.7916912276891801,0.7853502403386665,3.0983503675343265,-0.003513087827195675,-0.00365634140853521,-0.003939848496212402,-0.003938348458711467,-0.015047626190654756,5.0,5.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.925,17.79,11.515,9.48,50.71,5.0,5.0,5.0,5.0,20.0,14.0,21.0,13.0,11.0,59.0,3.4451959305676616,5.248418809508269,2.5376711764923283,2.3020860105565095,13.421099060807194,0.04708392709817746,0.07281782044551112,0.03436960924023103,0.03279681992049803,0.1870681767044177,14.0,21.0,13.0,11.0,59.0,11.0,15.0,10.0,7.0,43.0,14.0,21.0,13.0,11.0,59.0,14.0,21.0,13.0,11.0,59.0
31.56,69.145,38.775,93.77,233.25,5.0,5.0,5.0,5.0,20.0,40.0,88.0,50.0,118.0,296.0,13.529094574286919,30.373902860844353,17.36330541688421,39.59655414300584,100.64257299970028,0.18772219305482638,0.423900847521188,0.24586589664741618,0.5479396984924624,1.405428635715893,40.0,88.0,50.0,118.0,296.0,23.0,50.0,23.0,74.0,170.0,40.0,88.0,50.0,118.0,296.0,40.0,88.0,50.0,118.0,296.0
10.91,12.85,13.98,12.25,49.99,5.0,5.0,5.0,5.0,20.0,11.0,15.0,15.0,14.0,55.0,1.4939544839117465,3.6493150042165383,2.4838679514016166,2.960996453898586,9.632232347695924,0.005223130578264428,0.049310732768319196,0.02684917122928075,0.04016500412510314,0.12154803870096753,14.0,15.0,18.0,14.0,56.0,11.0,12.0,16.0,12.0,51.0,11.0,15.0,15.0,14.0,55.0,11.0,15.0,15.0,14.0,55.0
17.685,39.495,78.08,18.43,153.69,5.0,5.0,5.0,5.0,20.0,21.0,51.0,99.0,23.0,194.0,5.3605759951706835,17.69773926240297,33.01050741809338,7.115834455634812,62.988204451309834,0.07475811895297385,0.2513680342008551,0.4661366534163355,0.0995559888997225,0.8918187954698867,21.0,51.0,99.0,23.0,194.0,15.0,22.0,58.0,11.0,106.0,21.0,51.0,99.0,23.0,194.0,21.0,51.0,99.0,23.0,194.0
0.12,0.105,0.13,0.115,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7110555533852435,0.6587677891336244,0.7636098480245044,0.6941001368678769,2.8123122159532765,-0.003508587714692869,-0.003078826970674266,-0.003796594914872869,-0.0033653341333533295,-0.013749343733593343,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.35,0.45,4.96,0.61,11.37,2.0,0.0,4.0,0.0,6.0,6.0,0.0,5.0,0.0,11.0,1.2599603168354192,1.2835497652993386,0.4454211490264045,1.6637006942356016,3.497584881028617,0.011317782944573609,-0.012160804020100497,7.050176254406403e-05,-0.016272406810170253,-0.017044926123153052,7.0,5.0,7.0,7.0,24.0,3.0,0.0,4.0,0.0,7.0,6.0,0.0,5.0,0.0,11.0,6.0,0.0,5.0,0.0,11.0
29.89,83.14,42.2,69.52,224.75,5.0,5.0,5.0,5.0,20.0,37.0,107.0,54.0,88.0,286.0,11.015802285807446,37.53239134401116,18.294534703019888,29.109098234057324,95.87547913830731,0.15655441386034652,0.5293977349433735,0.25925448136203405,0.4112022800570015,1.3564089102227557,37.0,107.0,54.0,88.0,286.0,20.0,57.0,27.0,50.0,154.0,37.0,107.0,54.0,88.0,286.0,37.0,107.0,54.0,88.0,286.0
0.085,0.1,0.095,0.095,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6227158260394586,0.6480740698407899,0.6449612391454189,0.6449612391454189,2.5523273692847477,-0.0025058126453161357,-0.0029355733893347367,-0.002793819845496139,-0.002793819845496139,-0.011029025725643137,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.105,0.105,0.09,0.09,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6587677891336244,0.6587677891336244,0.6260191690355806,0.6647555941848093,2.5880301389280644,-0.003078826970674266,-0.003078826970674266,-0.002649066226655664,-0.0026535663391584795,-0.011460286507162682,5.0,5.0,5.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.11,30.94,38.565,19.49,105.105,5.0,5.0,5.0,5.0,20.0,19.0,39.0,49.0,24.0,131.0,4.876258811835159,12.673058036638176,16.19894363839813,6.826411941862282,40.41724848378468,0.06637365934148355,0.17843246081152023,0.22961599039976,0.09715892897322434,0.5715810395259879,19.0,39.0,49.0,24.0,131.0,14.0,22.0,24.0,13.0,73.0,19.0,39.0,49.0,24.0,131.0,19.0,39.0,49.0,24.0,131.0
2.565,1.65,2.61,7.79,14.615,2.0,1.0,2.0,5.0,11.0,2.0,1.0,2.0,8.0,13.0,1.056302513487491,1.1258330249197743,1.3182943525631865,1.12955743545868,2.754410100184785,-0.01293107327683191,-0.014664366609165227,-0.01497487437185929,0.006585164629115734,-0.03598514962874066,5.0,5.0,6.0,12.0,23.0,2.0,2.0,2.0,9.0,15.0,2.0,1.0,2.0,8.0,13.0,2.0,1.0,2.0,8.0,13.0
18.89,16.03,11.445,10.035,56.4,5.0,5.0,5.0,5.0,20.0,23.0,18.0,13.0,11.0,65.0,6.271196058169447,3.4028076642678466,2.801245258809011,1.9167094198130359,14.048131548358997,0.08927473186829676,0.04573164329108227,0.036589664741618524,0.023464336608415216,0.1950603765094128,23.0,18.0,14.0,12.0,66.0,11.0,16.0,10.0,10.0,47.0,23.0,18.0,13.0,11.0,65.0,23.0,18.0,13.0,11.0,65.0
6.505,4.28,4.475,14.625,29.885,4.0,4.0,3.0,5.0,20.0,7.0,4.0,4.0,17.0,32.0,0.8543857442630927,0.6415605972938186,1.0046765648705087,3.619996546959679,3.4426407015545593,0.011006525163129088,-0.006397659941498529,-0.008370959273981845,0.05019650491262284,0.046434410860271495,7.0,7.0,9.0,17.0,32.0,7.0,4.0,6.0,8.0,25.0,7.0,4.0,4.0,17.0,32.0,7.0,4.0,4.0,17.0,32.0
16.88,16.1,12.565,14.0,59.545,5.0,5.0,5.0,5.0,20.0,19.0,19.0,14.0,16.0,68.0,3.5292492119429624,4.6497311750250585,2.6145315067904566,3.3015148038438356,13.987064559799553,0.04837470936773419,0.06521263031575791,0.03400210005250132,0.045599639990999793,0.19318907972699334,19.0,19.0,14.0,16.0,68.0,15.0,14.0,12.0,12.0,53.0,19.0,19.0,14.0,16.0,68.0,19.0,19.0,14.0,16.0,68.0
0.425,0.225,0.245,0.42,1.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4263151825595974,1.0021851126413706,0.9617562061146245,1.3392535234226572,4.575562806912395,-0.011770044251106275,-0.006447911197779942,-0.006941423535588389,-0.011560789019725492,-0.03672016800420009,7.0,6.0,5.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.39,54.98,75.74,67.31,250.42,5.0,5.0,5.0,5.0,20.0,64.0,71.0,95.0,86.0,316.0,20.392594243989752,24.67771464297297,30.914760228732305,30.07596881232586,105.57416161163675,0.27134178354458866,0.35111227780694515,0.43305182629565736,0.41911947798694965,1.4746253656341413,67.0,71.0,95.0,86.0,316.0,52.0,40.0,54.0,51.0,197.0,64.0,71.0,95.0,86.0,316.0,64.0,71.0,95.0,86.0,316.0
0.095,0.1,0.11,0.105,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682623615178961,0.6708203932499407,0.7056202944927277,0.7238611745355621,2.7535250135054326,-0.0027968199204980154,-0.0029385734643366064,-0.003225080627015678,-0.003087827195679891,-0.012048301207530188,6.0,5.0,7.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.91,10.58,10.485,12.13,48.105,5.0,5.0,5.0,5.0,20.0,18.0,12.0,12.0,14.0,56.0,4.849938143935446,2.3798319268385284,2.477856936951773,3.033661154446897,12.665069087849448,0.06848121203030073,0.03247281182029552,0.03409810245256131,0.04222455561389036,0.17727668191704798,18.0,12.0,12.0,14.0,56.0,12.0,10.0,10.0,11.0,43.0,18.0,12.0,12.0,14.0,56.0,18.0,12.0,12.0,14.0,56.0
5.745,1.945,3.395,2.33,13.415,4.0,1.0,3.0,2.0,11.0,6.0,1.0,3.0,2.0,12.0,0.5656633274307243,1.6376736549141921,0.7543043152468368,0.8373171442171741,2.536291584183484,0.005964899122478063,-0.021617790444761115,-0.008918472961824042,-0.008337208430210746,-0.032908572714317824,6.0,6.0,6.0,6.0,22.0,6.0,2.0,3.0,3.0,14.0,6.0,1.0,3.0,2.0,12.0,6.0,1.0,3.0,2.0,12.0
0.1,0.095,0.1,0.09,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6708203932499407,0.6449612391454189,0.6708203932499407,0.6417943595888008,2.622360577800069,-0.0029385734643366064,-0.002793819845496139,-0.0029385734643366064,-0.0026505662641566046,-0.011321533038325959,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.335,8.48,7.75,5.0,30.565,5.0,5.0,5.0,5.0,20.0,10.0,9.0,8.0,5.0,32.0,1.2176924899168944,1.148738438461949,0.5722761571129799,0.0,2.8871742240467575,0.015673141828545713,0.013189829745743658,0.006339158478961991,-8.37649374840237e-18,0.03520213005325148,10.0,9.0,8.0,5.0,32.0,9.0,9.0,8.0,5.0,31.0,10.0,9.0,8.0,5.0,32.0,10.0,9.0,8.0,5.0,32.0
0.17,0.16,0.27,0.23,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8192069335644038,0.7838367176906154,1.0183810681665308,0.9149316914393084,3.468587608811416,-0.004909622740568511,-0.004623115577889446,-0.007615690392259806,-0.006526663166579162,-0.023675091877296908,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.265,0.18,0.17,0.195,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822296065584634,0.7730459236035048,0.8666602563865459,0.8983178724705438,3.444401254209523,-0.007449936248406211,-0.005146628665716646,-0.0049231230780769535,-0.005607890197254933,-0.023127578189454764,5.0,5.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.545,31.805,12.415,17.89,72.655,5.0,5.0,5.0,5.0,20.0,12.0,39.0,15.0,22.0,88.0,2.338370158892728,11.586931215813825,3.8875152732818954,6.307765055865668,24.01845072022754,0.032443561089027205,0.16189379734493356,0.05585314632865824,0.08949073726843171,0.3396812420310509,12.0,39.0,15.0,22.0,88.0,8.0,26.0,9.0,13.0,56.0,12.0,39.0,15.0,22.0,88.0,12.0,39.0,15.0,22.0,88.0
0.15,0.115,0.11,0.135,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664854858377906,0.7012667110308355,0.7126710321038758,0.711881310331997,2.8512979500571256,-0.004347108677716946,-0.003366834170854268,-0.0032265806645166107,-0.003921848046201155,-0.014862371559288969,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.235,7.585,12.17,7.395,35.385,5.0,5.0,5.0,5.0,20.0,9.0,8.0,14.0,8.0,39.0,1.157486501001201,0.8017324990294444,2.8444858937952167,0.9994873686045282,5.681265264005894,0.01624165604140102,0.009968499212480312,0.04042301057526438,0.01372759318982974,0.08036075901897549,9.0,8.0,14.0,8.0,39.0,7.0,7.0,11.0,7.0,32.0,9.0,8.0,14.0,8.0,39.0,9.0,8.0,14.0,8.0,39.0
0.22,0.225,0.33,0.225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651942809610857,1.031685514098166,1.0913752791776097,1.0219466717984833,4.038564101261734,-0.006298657466436661,-0.0064659116477911935,-0.00912772819320483,-0.006447911197779942,-0.028340208505212624,5.0,6.0,6.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.53,2.23,1.27,3.9,8.93,1.0,2.0,1.0,3.0,7.0,1.0,2.0,1.0,4.0,8.0,1.152865993947257,0.7050531894828892,0.9576533819707443,0.42426406871192673,2.816930954070409,-0.013342833570839261,-0.006297157428935718,-0.007539188479711997,0.0017160429010725285,-0.02546313657841445,5.0,5.0,5.0,5.0,20.0,1.0,2.0,1.0,4.0,8.0,1.0,2.0,1.0,4.0,8.0,1.0,2.0,1.0,4.0,8.0
7.455,0.71,10.035,8.615,26.815,5.0,0.0,5.0,4.0,19.0,8.0,0.0,11.0,9.0,28.0,1.052603914110143,1.6204628968291732,1.6654654004211575,1.8018809616620126,2.469974696226663,0.012800570014250343,-0.017989949748743718,0.021568289207230185,0.011380034500862524,0.027758943973599442,10.0,8.0,11.0,15.0,31.0,7.0,0.0,11.0,11.0,29.0,8.0,0.0,11.0,9.0,28.0,8.0,0.0,11.0,9.0,28.0
8.45,7.78,7.345,10.5,34.075,5.0,5.0,5.0,5.0,20.0,9.0,8.0,8.0,12.0,37.0,1.1302654555457339,0.6095900261651277,1.0844238101406645,2.3473389188611002,4.9476635900190296,0.013585839645991141,0.005875646891172265,0.014729618240456007,0.033255831395784904,0.06744693617340429,9.0,8.0,8.0,12.0,37.0,9.0,8.0,6.0,9.0,32.0,9.0,8.0,8.0,12.0,37.0,9.0,8.0,8.0,12.0,37.0
27.605,59.845,55.88,29.955,173.285,5.0,5.0,5.0,5.0,20.0,33.0,75.0,69.0,37.0,214.0,8.623165022194543,24.42070791357204,21.81778173875605,11.511862360191738,66.24163173563876,0.12099977499437488,0.34074326858171455,0.29981699542488566,0.15915322883072075,0.9207132678316958,33.0,75.0,71.0,38.0,216.0,21.0,46.0,43.0,22.0,132.0,33.0,75.0,69.0,37.0,214.0,33.0,75.0,69.0,37.0,214.0
35.345,45.145,35.185,26.455,142.13,5.0,5.0,5.0,5.0,20.0,44.0,57.0,43.0,33.0,177.0,13.451244366228746,18.633946844401997,12.810182473329572,10.033343161678488,54.79418856046679,0.19109352733818344,0.26305032625815644,0.17762919072976827,0.14335183379584493,0.775124878121953,44.0,57.0,43.0,33.0,177.0,25.0,31.0,30.0,18.0,104.0,44.0,57.0,43.0,33.0,177.0,44.0,57.0,43.0,33.0,177.0
0.115,0.205,0.165,0.115,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686858791892486,0.9126746408222349,1.0989881710009384,0.7495165108254823,3.3256578296631956,-0.0033638340958523924,-0.0058778969474236826,-0.004827870696767423,-0.0033713342833570845,-0.01744093602340058,5.0,6.0,10.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.695,7.125,11.575,14.9,38.295,3.0,5.0,5.0,5.0,20.0,5.0,7.0,13.0,17.0,42.0,0.54952252001169,0.5092887196865841,2.350398902314246,3.5057096285916143,6.028098788175264,0.005493887347183685,-0.0017152928823220561,0.03182554563864097,0.04793069826745669,0.08353483837095932,5.0,9.0,14.0,17.0,42.0,4.0,7.0,9.0,12.0,32.0,5.0,7.0,13.0,17.0,42.0,5.0,7.0,13.0,17.0,42.0
10.785,8.225,8.0,6.79,33.8,5.0,5.0,5.0,5.0,20.0,12.0,9.0,9.0,7.0,37.0,2.244721586299736,1.346987379302414,1.5588457268119895,0.5439669107583659,5.480875842417873,0.02896197404935123,0.017725193129828246,0.02188404710117753,0.0055426385659641374,0.0741138528463212,12.0,9.0,9.0,7.0,37.0,10.0,7.0,6.0,7.0,30.0,12.0,9.0,9.0,7.0,37.0,12.0,9.0,9.0,7.0,37.0
0.19,0.14,0.19,0.15,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148005891014097,0.7351190379795621,0.8449260322655496,0.7858116822750817,3.108231008145966,-0.005428635715892897,-0.004066601665041625,-0.005451136278406961,-0.004354608865221629,-0.0193009825245631,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.045,16.49,9.835,16.58,55.95,5.0,5.0,5.0,5.0,20.0,15.0,19.0,11.0,19.0,64.0,3.2608242822942732,4.1036447214640726,1.93333261494239,4.2887760491776765,13.50842329807591,0.04475436885922149,0.05690392259806496,0.026527413185329616,0.0569534238355959,0.18513912847821198,15.0,19.0,11.0,19.0,64.0,11.0,14.0,9.0,15.0,49.0,15.0,19.0,11.0,19.0,64.0,15.0,19.0,11.0,19.0,64.0
0.145,0.135,0.14,0.135,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8390321805509062,0.79169122768918,0.7748548251124187,0.8042232277172806,3.187000941323997,-0.004226355658891472,-0.003939848496212403,-0.004077101927548189,-0.003945848646216153,-0.01618915472886821,6.0,5.0,6.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.89,61.035,58.01,47.445,258.38,5.0,5.0,5.0,5.0,20.0,117.0,79.0,75.0,61.0,332.0,39.75899772378568,27.83727312435619,26.31710280407016,21.051768928049707,114.83420918872547,0.5599639990999774,0.39464561614040355,0.37347183679591994,0.2980387009675241,1.626120153003825,117.0,79.0,75.0,61.0,332.0,69.0,40.0,36.0,29.0,174.0,117.0,79.0,75.0,61.0,332.0,117.0,79.0,75.0,61.0,332.0
21.715,24.56,18.94,21.37,86.585,5.0,5.0,5.0,5.0,20.0,26.0,30.0,22.0,26.0,104.0,7.045833875418878,8.48212237591513,5.370884470922809,7.2417608355979475,27.96341851419461,0.09717467936698419,0.11998799969999252,0.07169429235730895,0.10253656341408536,0.39139353483837086,26.0,30.0,22.0,26.0,104.0,20.0,16.0,18.0,15.0,69.0,26.0,30.0,22.0,26.0,104.0,26.0,30.0,22.0,26.0,104.0
0.165,0.215,0.15,0.17,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8353292763934399,0.9048618679113368,0.8108637370113458,0.9006109037758723,3.3837848631376963,-0.004778369459236482,-0.006123903097577437,-0.00436060901522538,-0.004933623340583512,-0.020196504912622794,5.0,6.0,6.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,4.7,4.09,5.69,21.23,5.0,4.0,4.0,5.0,19.0,7.0,5.0,4.0,6.0,22.0,0.5634713834792322,0.45825756949558644,0.28618176042508414,0.4624932431938869,1.1389029809426223,0.006066151653791352,0.005670141753543846,-0.0024570614265356605,0.006417160429010723,0.015696392409810234,7.0,5.0,5.0,6.0,22.0,6.0,4.0,4.0,5.0,19.0,7.0,5.0,4.0,6.0,22.0,7.0,5.0,4.0,6.0,22.0
9.47,5.14,14.905,13.7,43.215,5.0,5.0,5.0,5.0,20.0,11.0,5.0,17.0,16.0,49.0,2.2492443175431225,0.47999999999999793,3.624358563939275,3.7067505985701246,9.240604688006089,0.031880297007425194,-0.0024000600015000235,0.0483319582989575,0.05167779194479862,0.12948998724968133,11.0,9.0,17.0,16.0,49.0,7.0,5.0,16.0,12.0,40.0,11.0,5.0,17.0,16.0,49.0,11.0,5.0,17.0,16.0,49.0
7.17,13.3,14.02,14.52,49.01,5.0,5.0,5.0,5.0,20.0,8.0,16.0,16.0,17.0,57.0,1.3157127346043256,4.35315977193578,3.4263099684646137,3.8574084564639994,12.827310708016734,0.017989949748743735,0.06028350708767719,0.0457766444161104,0.054796369909247744,0.17884647116177912,8.0,16.0,16.0,17.0,57.0,5.0,12.0,12.0,11.0,40.0,8.0,16.0,16.0,17.0,57.0,8.0,16.0,16.0,17.0,57.0
12.995,8.935,12.86,12.945,47.735,5.0,5.0,5.0,5.0,20.0,15.0,10.0,15.0,15.0,55.0,3.2977226990758335,1.6494771898998832,3.39711642426338,3.442669748901268,11.662965960680804,0.04563789094727368,0.023080327008175198,0.047810695267381687,0.04686492162304059,0.1633938348458712,15.0,10.0,15.0,15.0,55.0,11.0,7.0,11.0,11.0,40.0,15.0,10.0,15.0,15.0,55.0,15.0,10.0,15.0,15.0,55.0
30.015,44.995,42.125,24.87,142.005,5.0,5.0,5.0,5.0,20.0,38.0,58.0,53.0,32.0,181.0,12.412283230735541,19.868190028283955,17.38014312369147,10.845879401874198,60.343309281145345,0.17587714692867326,0.28329783244581114,0.24259131478286958,0.15314182854571365,0.8549081227030677,38.0,58.0,53.0,32.0,181.0,21.0,25.0,29.0,11.0,86.0,38.0,58.0,53.0,32.0,181.0,38.0,58.0,53.0,32.0,181.0
0.195,0.285,0.31,0.295,1.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8983178724705438,0.9868003850830168,1.128671785772997,1.1781235079566081,4.1009480611195155,-0.005604890122253057,-0.007923948098702463,-0.008703217580439506,-0.008360459011475283,-0.030592514812870307,6.0,6.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.62,12.485,10.485,14.26,49.85,5.0,5.0,5.0,5.0,20.0,15.0,14.0,12.0,17.0,58.0,3.7048076873165847,2.7184140597046755,2.4818894012425345,4.317684564671201,13.05287324691389,0.05237680942023551,0.03575414385359634,0.03389109727743196,0.06080852021300534,0.18283057076426906,15.0,14.0,12.0,17.0,58.0,9.0,13.0,10.0,11.0,43.0,15.0,14.0,12.0,17.0,58.0,15.0,14.0,12.0,17.0,58.0
