mean_count lineageA,mean_count lineageB,mean_count lineageC,mean_count lineageD,mean_count turtles,min_count lineageA,min_count lineageB,min_count lineageC,min_count lineageD,min_count turtles,last_count lineageA,last_count lineageB,last_count lineageC,last_count lineageD,last_count turtles,sd_count lineageA,sd_count lineageB,sd_count lineageC,sd_count lineageD,sd_count turtles,trend_count lineageA,trend_count lineageB,trend_count lineageC,trend_count lineageD,trend_count turtles,max_count lineageA,max_count lineageB,max_count lineageC,max_count lineageD,max_count turtles,snap_50_count lineageA,snap_50_count lineageB,snap_50_count lineageC,snap_50_count lineageD,snap_50_count turtles,snap_100_count lineageA,snap_100_count lineageB,snap_100_count lineageC,snap_100_count lineageD,snap_100_count turtles,snap_150_count lineageA,snap_150_count lineageB,snap_150_count lineageC,snap_150_count lineageD,snap_150_count turtles
0.42,1.24,0.515,0.835,3.01,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.2584116973391501,0.9123595782365673,1.1831208729457836,1.5517006798993167,4.654019767899589,-0.011440786019650491,-0.00675916897922448,-0.012995574889372228,-0.019751743793594838,-0.050947273681842056,5.0,6.0,5.0,5.0,20.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11.1,20.03,9.15,17.255,57.535,5.0,5.0,5.0,5.0,20.0,13.0,23.0,10.0,20.0,66.0,3.0413812651490977,5.406394362234392,1.8540496217739102,4.458696558412568,14.369369332020078,0.04179254481362033,0.07044476111902799,0.021450536263406598,0.061746793669841774,0.19543463586589682,14.0,23.0,12.0,22.0,70.0,8.0,18.0,10.0,15.0,51.0,13.0,23.0,10.0,20.0,66.0,13.0,23.0,10.0,20.0,66.0
0.125,0.125,0.14,0.1,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7275816105427625,0.7411983540186796,0.7351190379795622,0.6480740698407899,2.8248716785015184,-0.0036503412585314615,-0.00365334133353334,-0.004062101552538815,-0.0029355733893347367,-0.014301357533938332,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.89,34.255,56.15,36.15,172.445,5.0,5.0,5.0,5.0,20.0,59.0,43.0,71.0,46.0,219.0,20.465285241110045,13.679545862344987,23.343468037119173,15.235731029392694,72.63943126842324,0.2892897322433061,0.19307057676441913,0.3296872421810546,0.21630840771019277,1.0283559588989724,59.0,43.0,71.0,46.0,219.0,32.0,25.0,39.0,22.0,118.0,59.0,43.0,71.0,46.0,219.0,59.0,43.0,71.0,46.0,219.0
0.145,0.145,0.15,0.11,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802480529358811,0.8508672046800302,0.8291561975888545,0.7196526940128853,3.1396655872879213,-0.004220355508887723,-0.0042323558088952174,-0.004363609090227253,-0.0032280807020175478,-0.016044401110027747,5.0,6.0,5.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.465,0.22,0.54,0.56,1.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1483792927426053,0.8669486720677225,1.611955334368795,1.2150720143267255,4.630202479373889,-0.012139053476336906,-0.006231155778894469,-0.014640366009150222,-0.013831845796144906,-0.04684242106052651,5.0,5.0,8.0,5.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.145,0.185,0.155,0.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8046738469715532,0.7771582850359345,0.922374652730653,0.8191306367118707,3.3093466122484085,-0.004359108977724447,-0.004215855396384908,-0.005352883822095554,-0.004500862521563041,-0.018428710717767936,5.0,5.0,6.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.195,0.28,0.17,0.175,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8814618539676029,0.9599999999999945,0.8837986195961122,0.8912771734987871,3.519602250254982,-0.005592889822245557,-0.007792694817370431,-0.004926123153078825,-0.005064876621915549,-0.02337658441461035,6.0,5.0,6.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.415,9.405,6.605,16.49,41.915,5.0,5.0,5.0,5.0,20.0,11.0,11.0,7.0,19.0,48.0,2.48249370593361,2.474060427717961,0.6395115323432409,4.420395909870512,9.817727588398476,0.03466511662791572,0.03477761944048601,0.00875046876171905,0.05886897172429313,0.1370621765544139,11.0,11.0,7.0,19.0,48.0,8.0,7.0,6.0,15.0,36.0,11.0,11.0,7.0,19.0,48.0,11.0,11.0,7.0,19.0,48.0
7.28,7.505,7.485,5.85,28.12,5.0,5.0,5.0,5.0,20.0,8.0,8.0,8.0,6.0,30.0,1.1142710621747245,0.9695230786319622,1.0439228898726147,0.3570714214271435,3.3385026583784554,0.015654391359784015,0.012058051451286286,0.012662566564164108,0.003825095627390692,0.04420010500262508,8.0,8.0,8.0,6.0,30.0,6.0,8.0,8.0,6.0,28.0,8.0,8.0,8.0,6.0,30.0,8.0,8.0,8.0,6.0,30.0
0.175,0.155,0.18,0.165,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742854225022781,0.7943393481378063,0.8529947244854424,0.7535084604700876,3.244899844371171,-0.0050603765094127335,-0.00449486237155929,-0.005188629715742893,-0.004740868521713046,-0.01948473711842795,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.635,14.885,12.795,9.805,47.12,5.0,5.0,5.0,5.0,20.0,11.0,17.0,15.0,11.0,54.0,2.1287966084151955,3.58075061963272,3.4832420243215854,2.106412827534058,11.200249997209875,0.03020250506262658,0.04869646741168529,0.049135978399460024,0.027871446786169637,0.15590639765994152,11.0,17.0,15.0,11.0,54.0,8.0,13.0,11.0,10.0,42.0,11.0,17.0,15.0,11.0,54.0,11.0,17.0,15.0,11.0,54.0
1.965,5.47,1.695,2.07,11.2,1.0,3.0,1.0,1.0,8.0,1.0,6.0,1.0,1.0,9.0,1.8395040092372814,0.8118497397917926,1.24578288638109,1.6926606275328806,3.874274125562116,-0.02266931673291832,0.010882772069301733,-0.01617115427885697,-0.022935573389334742,-0.05089327233180823,7.0,6.0,6.0,6.0,21.0,1.0,4.0,2.0,4.0,11.0,1.0,6.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,9.0
0.14,0.115,0.155,0.13,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7876547467006068,0.6795402857815019,0.7556288771612656,0.6731270311018616,2.8580412873154954,-0.004077101927548189,-0.003362334058351457,-0.004478361959048973,-0.0037650941273531854,-0.015682892072301807,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.135,0.17,0.185,0.125,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8042232277172807,0.831324244804633,0.9223746527306529,0.7611668673819164,3.2244030455264014,-0.003945848646216152,-0.004912622815570392,-0.005342383559588989,-0.00365634140853521,-0.01785719642991075,6.0,5.0,5.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.895,20.275,8.925,25.955,74.05,5.0,5.0,5.0,5.0,20.0,23.0,25.0,10.0,32.0,90.0,6.59651233607578,7.337531942008822,1.7802738553379909,9.231087422400476,24.83661611411663,0.0919140478511963,0.10423235580889524,0.02429235730893271,0.13204005100127508,0.35247881197029934,23.0,25.0,10.0,32.0,90.0,14.0,15.0,8.0,17.0,54.0,23.0,25.0,10.0,32.0,90.0,23.0,25.0,10.0,32.0,90.0
0.295,0.2,0.285,0.33,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714359523555341,0.9055385138137374,1.0506069674240648,1.1362658139713635,4.054368014869907,-0.008225455636390907,-0.005745143628590716,-0.008007950198754965,-0.009187729693242332,-0.031166279156978918,6.0,5.0,5.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.075,0.08,0.075,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6112282715974444,0.6077622890571568,0.6112282715974444,0.6077622890571568,2.4339063252311046,-0.0023610590264756598,-0.002216305407635191,-0.0023610590264756598,-0.002216305407635191,-0.009154728868221704,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.64,16.625,14.535,22.755,86.555,5.0,5.0,5.0,5.0,20.0,40.0,20.0,17.0,28.0,105.0,12.023327326493309,5.674889866772746,4.023527681028163,8.450146448435063,30.073027366728578,0.16675316882922075,0.07708017700442513,0.05586364659116481,0.11768769219230484,0.4173846846171155,40.0,21.0,17.0,28.0,105.0,28.0,14.0,12.0,18.0,72.0,40.0,20.0,17.0,28.0,105.0,40.0,20.0,17.0,28.0,105.0
43.085,28.025,28.065,19.555,118.73,5.0,5.0,5.0,5.0,20.0,54.0,35.0,35.0,24.0,148.0,17.459604090585763,10.94551848931785,10.728036866081347,6.952479773433341,46.015509341959934,0.24469886747168687,0.15478361959048975,0.15292807320183005,0.09816620415510388,0.6505767644191105,54.0,35.0,35.0,24.0,148.0,33.0,20.0,21.0,13.0,87.0,54.0,35.0,35.0,24.0,148.0,54.0,35.0,35.0,24.0,148.0
0.13,0.155,0.125,0.12,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7636098480245044,0.8006091430904314,0.7275816105427625,0.689637585982663,2.9460312286192716,-0.003795094877371933,-0.0044963624090602295,-0.0036503412585314615,-0.003504087602190053,-0.015445886147153696,6.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.725,27.23,46.37,32.815,150.14,5.0,5.0,5.0,5.0,20.0,55.0,33.0,59.0,41.0,188.0,18.02884841025628,9.204189263590804,19.92117215426847,12.581366181778469,59.64168341017875,0.2522965574139354,0.12926123153078825,0.2803555088877222,0.17949223730593267,0.8414055351383785,55.0,33.0,59.0,41.0,188.0,36.0,23.0,34.0,23.0,116.0,55.0,33.0,59.0,41.0,188.0,55.0,33.0,59.0,41.0,188.0
20.025,28.49,39.68,19.515,107.71,5.0,5.0,5.0,5.0,20.0,25.0,34.0,50.0,24.0,133.0,7.680128579652842,9.488408718009593,16.32965400735724,7.146311985912715,40.41813825499624,0.10886297157428938,0.12807320183004572,0.22921773044326108,0.10001725043126075,0.566171154278857,25.0,34.0,50.0,24.0,133.0,12.0,26.0,29.0,16.0,83.0,25.0,34.0,50.0,24.0,133.0,25.0,34.0,50.0,24.0,133.0
21.785,12.35,12.615,10.315,57.065,5.0,5.0,5.0,5.0,20.0,26.0,15.0,15.0,12.0,68.0,6.863583247837817,4.034538387473842,3.7824297746289908,2.5427888233197797,17.016485389174754,0.09548563714092848,0.05735093377334432,0.052980574514362874,0.036064651616290404,0.24188179704492613,26.0,15.0,15.0,12.0,68.0,20.0,8.0,10.0,7.0,45.0,26.0,15.0,15.0,12.0,68.0,26.0,15.0,15.0,12.0,68.0
15.465,11.215,16.96,9.24,52.88,5.0,5.0,5.0,5.0,20.0,18.0,12.0,20.0,10.0,60.0,4.26365746748025,2.3955740439401967,5.127221469763147,1.39728307797669,12.589503564477841,0.05716567914197857,0.022276306907672693,0.06960024000600014,0.017610440261006534,0.16665266631665798,21.0,16.0,24.0,11.0,69.0,15.0,13.0,13.0,8.0,49.0,18.0,12.0,20.0,10.0,60.0,18.0,12.0,20.0,10.0,60.0
52.315,42.115,52.315,35.59,182.335,5.0,5.0,5.0,5.0,20.0,66.0,54.0,66.0,44.0,230.0,21.9062953280559,18.27708332858391,21.499901743961612,13.866574919568286,75.42740069099548,0.3063384084602115,0.2603592589814746,0.30362634065851646,0.19117077926948167,1.0614947873696845,66.0,54.0,66.0,44.0,230.0,37.0,28.0,34.0,28.0,127.0,66.0,54.0,66.0,44.0,230.0,66.0,54.0,66.0,44.0,230.0
19.075,19.505,9.5,14.965,63.045,5.0,5.0,5.0,5.0,20.0,23.0,24.0,11.0,17.0,75.0,6.190264533927464,7.16519190252429,2.5238858928247927,3.4137625869412727,19.161236259698953,0.08752193804845121,0.10034125853146326,0.033686342158553984,0.046663916597914946,0.2682134553363835,23.0,24.0,11.0,17.0,75.0,14.0,15.0,8.0,13.0,50.0,23.0,24.0,11.0,17.0,75.0,23.0,24.0,11.0,17.0,75.0
24.74,24.285,35.91,15.195,100.13,5.0,5.0,5.0,5.0,20.0,31.0,30.0,45.0,18.0,124.0,9.692388766449689,9.069386693707566,14.528313735599225,4.427976400117796,37.65638192922945,0.13751593789844746,0.12744693617340433,0.20339308482712068,0.062315307882697075,0.5306712667816698,31.0,30.0,45.0,18.0,124.0,15.0,18.0,28.0,13.0,74.0,31.0,30.0,45.0,18.0,124.0,31.0,30.0,45.0,18.0,124.0
0.08,0.095,0.08,0.1,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6112282715974444,0.682623615178961,0.6112282715974444,0.7483314773547917,2.637986921878125,-0.0023610590264756598,-0.0027968199204980154,-0.0023610590264756598,-0.002947573689342231,-0.010466511662791585,5.0,6.0,5.0,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.145,19.465,16.985,30.305,86.9,5.0,5.0,5.0,5.0,20.0,25.0,24.0,21.0,37.0,107.0,7.492261007199329,7.003483062019931,6.163178968681647,11.06037861015621,31.603797240205264,0.10639990999774994,0.09943673591839795,0.08782344558613965,0.15241956048901223,0.44607965199129984,25.0,24.0,21.0,37.0,107.0,15.0,13.0,13.0,26.0,67.0,25.0,24.0,21.0,37.0,107.0,25.0,24.0,21.0,37.0,107.0
1.34,0.55,0.615,0.54,3.045,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9718024490605073,1.1346805717910229,1.1431425982789682,1.2760877712759462,4.336239730457717,-0.009000225005625131,-0.012724818120453004,-0.014255606390159757,-0.013891847296182395,-0.04987249681242029,6.0,6.0,5.0,5.0,21.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
7.33,5.69,11.07,6.63,30.72,5.0,5.0,5.0,5.0,20.0,8.0,6.0,13.0,7.0,34.0,1.1450327506233196,0.4624932431938869,2.916350459049796,0.7301369734508709,5.120703076726852,0.015331883297082443,0.006417160429010723,0.0417670441761044,0.008973224330608279,0.07248931223280583,8.0,6.0,13.0,7.0,34.0,6.0,5.0,8.0,7.0,26.0,8.0,6.0,13.0,7.0,34.0,8.0,6.0,13.0,7.0,34.0
0.085,0.08,0.08,0.085,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6227158260394586,0.6112282715974444,0.6112282715974444,0.6146340374564406,2.453792982303102,-0.0025058126453161357,-0.0023610590264756598,-0.0023610590264756598,-0.0025043126078151947,-0.009732243306082656,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.715,13.575,15.715,7.27,53.275,5.0,5.0,5.0,5.0,20.0,20.0,16.0,19.0,8.0,63.0,5.223387310931475,3.9439035231607593,5.088592634511035,1.160646371639529,15.320554004343267,0.07322358058951473,0.054594614865371635,0.07220055501387534,0.01595589889747245,0.2159746493662342,20.0,16.0,19.0,8.0,63.0,12.0,13.0,11.0,7.0,43.0,20.0,16.0,19.0,8.0,63.0,20.0,16.0,19.0,8.0,63.0
0.325,0.34,0.28,0.345,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333932157195401,1.0928860873851403,1.0057832768544077,1.2312493654820786,4.54487623593866,-0.009198979974499357,-0.009387234680867015,-0.00783169579239481,-0.009605490137253427,-0.036023400585014624,7.0,5.0,6.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.555,18.835,12.185,14.305,64.88,5.0,5.0,5.0,5.0,20.0,23.0,22.0,14.0,17.0,76.0,5.752127867146196,5.589076399549367,3.0968976411886904,4.241694826363647,18.572441950373666,0.07896422410560267,0.07425410635265883,0.041809795244881105,0.05989274731868295,0.2549208730218256,23.0,22.0,14.0,17.0,76.0,18.0,19.0,12.0,11.0,60.0,23.0,22.0,14.0,17.0,76.0,23.0,22.0,14.0,17.0,76.0
17.43,25.76,12.42,49.135,104.745,5.0,5.0,5.0,5.0,20.0,21.0,31.0,14.0,62.0,128.0,5.432780135437086,8.62684183232774,2.7172780498138187,20.643807182784826,37.24419384279918,0.07780094502362558,0.11920198004950124,0.036533413335333415,0.2884894622365559,0.5220258006450161,21.0,31.0,14.0,62.0,128.0,13.0,22.0,11.0,38.0,84.0,21.0,31.0,14.0,62.0,128.0,21.0,31.0,14.0,62.0,128.0
0.715,0.37,0.63,1.4,3.115,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.436584491075976,1.293483668238615,1.350222203935342,1.058300524425835,4.898139953084211,-0.017302182554563856,-0.010279756993924844,-0.01582089552238805,-0.010632265806645164,-0.05403510087752194,6.0,6.0,5.0,6.0,21.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
0.455,0.39,0.585,0.605,2.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.244176434433634,1.1304423912787378,1.6102096136838797,1.4522310422243363,5.3201292277537995,-0.01219005475136878,-0.010528763219080473,-0.015598139953498832,-0.01568364209105227,-0.054000600015000365,5.0,6.0,8.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.135,0.11,0.12,0.125,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7528446054797769,0.7056202944927276,0.731846978541276,0.7411983540186796,2.908590724044892,-0.003933848346208654,-0.003225080627015677,-0.0035115877896947406,-0.00365334133353334,-0.014323858096452393,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.235,0.175,0.35,0.21,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9590490081325391,0.9188987974744481,1.0037429949942385,0.9197282207260942,3.676832876267297,-0.006684917122928077,-0.005078376959423986,-0.009367734193354833,-0.006012150303757592,-0.027143178579464477,5.0,6.0,5.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.185,0.16,0.165,0.165,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7942134473804924,0.7310266752998807,0.8171750118548583,0.8171750118548583,3.1223989174991797,-0.005271881797044926,-0.004594614865371633,-0.004770869271731791,-0.004770869271731791,-0.019408235205880153,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.1,0.105,0.095,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260191690355806,0.6557438524302039,0.6811571037580123,0.6449612391454189,2.5976720347264814,-0.002649066226655664,-0.0029370734268356707,-0.0030818270456761396,-0.002793819845496139,-0.011461786544663611,5.0,5.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.18,0.35,1.075,2.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0956276739841917,0.7467261881037759,1.0897247358851694,1.8328597873268953,4.281935893961967,-0.01441686042151054,-0.005074626865671646,-0.009553738843471084,-0.024499362484062103,-0.05354458861471536,6.0,5.0,6.0,6.0,22.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.74,14.44,16.395,18.85,71.425,5.0,5.0,5.0,5.0,20.0,26.0,18.0,19.0,22.0,85.0,7.0301066848235045,5.276021228160482,4.678565485274306,5.396063379909449,21.878856802858767,0.09630840771019275,0.07542938573464338,0.0611002775069377,0.07295582389559739,0.30579389484737113,26.0,18.0,21.0,22.0,85.0,17.0,8.0,18.0,17.0,60.0,26.0,18.0,19.0,22.0,85.0,26.0,18.0,19.0,22.0,85.0
28.94,19.295,24.905,23.745,96.885,5.0,5.0,5.0,5.0,20.0,35.0,23.0,31.0,30.0,119.0,9.798285564321969,6.107206808353562,9.698761518874447,9.676258316105464,35.14814042022708,0.13672841821045523,0.08436135903397587,0.13564914122853067,0.13728568214205356,0.49402460061501524,35.0,23.0,31.0,30.0,119.0,24.0,16.0,20.0,16.0,76.0,35.0,23.0,31.0,30.0,119.0,35.0,23.0,31.0,30.0,119.0
39.53,39.82,34.425,30.8,144.575,5.0,5.0,5.0,5.0,20.0,49.0,49.0,44.0,38.0,180.0,15.089039068144785,14.923391035552243,14.957084441828915,11.551190414844704,56.33821416232512,0.21167179179479484,0.20777619440486012,0.21008250206255158,0.16179404485112128,0.791324533113328,49.0,49.0,44.0,38.0,180.0,29.0,31.0,21.0,24.0,105.0,49.0,49.0,44.0,38.0,180.0,49.0,49.0,44.0,38.0,180.0
23.995,43.655,37.275,27.475,132.4,5.0,5.0,5.0,5.0,20.0,29.0,55.0,48.0,34.0,166.0,8.132956104639957,18.167167500741495,16.45507140671232,10.231293906442167,52.88232218804318,0.11286357158928975,0.2542001050026251,0.23416860421510538,0.14412585314632867,0.7453581339533488,29.0,55.0,48.0,34.0,166.0,18.0,33.0,22.0,19.0,92.0,29.0,55.0,48.0,34.0,166.0,29.0,55.0,48.0,34.0,166.0
11.8,12.53,20.23,18.48,63.04,5.0,5.0,5.0,5.0,20.0,14.0,14.0,24.0,22.0,74.0,3.3301651610693397,2.582460067455073,6.116951855295272,5.80427428710947,17.69260862620318,0.0474716867921698,0.0343748593714843,0.08526963174079354,0.08005400135003374,0.24717017925448134,14.0,14.0,24.0,22.0,74.0,9.0,11.0,17.0,16.0,53.0,14.0,14.0,24.0,22.0,74.0,14.0,14.0,24.0,22.0,74.0
5.04,3.31,3.79,5.795,17.935,2.0,3.0,2.0,5.0,14.0,5.0,3.0,4.0,5.0,17.0,1.0041912168506542,0.7509327533141738,0.6212084996198941,1.5142572436676665,1.876372830756196,-0.0027240681017025327,-0.007542188554713881,0.004503112577814447,-0.015982149553738847,-0.021745293632340748,8.0,7.0,5.0,11.0,23.0,5.0,3.0,4.0,6.0,18.0,5.0,3.0,4.0,5.0,17.0,5.0,3.0,4.0,5.0,17.0
7.53,5.78,6.49,10.165,29.965,5.0,5.0,5.0,5.0,20.0,8.0,6.0,7.0,11.0,32.0,0.9793365100924202,0.41424630354416037,0.8425556361451725,1.4310048916757754,3.5360677312517543,0.011692792319807997,0.005148128703217573,0.01136128403210081,0.019177229430735788,0.04737943448586219,8.0,6.0,7.0,11.0,32.0,8.0,6.0,6.0,9.0,29.0,8.0,6.0,7.0,11.0,32.0,8.0,6.0,7.0,11.0,32.0
10.07,12.15,5.44,6.465,34.125,5.0,5.0,4.0,5.0,19.0,12.0,14.0,6.0,7.0,39.0,2.864454572863733,2.9912372022291933,0.8404760555780273,0.8116495549188705,7.398606287673375,0.04116102902572563,0.04172804320108002,0.011601290032250801,0.011522538063451588,0.10601290032250803,12.0,14.0,6.0,7.0,39.0,7.0,11.0,4.0,6.0,28.0,12.0,14.0,6.0,7.0,39.0,12.0,14.0,6.0,7.0,39.0
16.98,9.605,20.97,9.39,56.945,5.0,5.0,5.0,5.0,20.0,20.0,11.0,26.0,11.0,68.0,4.808284517372061,2.2866952136216097,7.766537194915129,2.4347279108762874,17.183479711629957,0.06759018975474389,0.031029025725643148,0.11051226280657017,0.03474536863421586,0.24387684692117306,20.0,11.0,26.0,11.0,68.0,13.0,7.0,14.0,7.0,41.0,20.0,11.0,26.0,11.0,68.0,20.0,11.0,26.0,11.0,68.0
22.745,41.695,34.465,17.975,116.88,5.0,5.0,5.0,5.0,20.0,25.0,51.0,41.0,21.0,138.0,5.860031996499696,15.495546940976295,12.226151275033416,5.128779094482444,38.08734172924129,0.06121428035700888,0.21295207380184505,0.1564711617790445,0.06971649291232285,0.5003540088502214,32.0,51.0,46.0,22.0,140.0,27.0,36.0,34.0,19.0,116.0,25.0,51.0,41.0,21.0,138.0,25.0,51.0,41.0,21.0,138.0
49.125,35.435,80.565,22.655,187.78,5.0,5.0,5.0,5.0,20.0,62.0,45.0,105.0,28.0,240.0,20.06313472516197,15.074673296625647,37.75944616913764,8.440733084276536,81.26476235121864,0.2844483612090302,0.21202955073876842,0.5365326633165829,0.11886972174304355,1.1518802970074251,62.0,45.0,105.0,28.0,240.0,31.0,25.0,47.0,19.0,122.0,62.0,45.0,105.0,28.0,240.0,62.0,45.0,105.0,28.0,240.0
5.83,13.495,17.71,18.63,55.665,5.0,5.0,5.0,5.0,20.0,6.0,16.0,21.0,22.0,65.0,0.37563279941985916,4.007489862744504,5.504171145594938,5.602954577720567,15.401388736084877,0.004233105827645697,0.05607815195379887,0.0753393834845871,0.07691142278556966,0.2125620640516013,6.0,16.0,21.0,22.0,65.0,6.0,11.0,15.0,16.0,48.0,6.0,16.0,21.0,22.0,65.0,6.0,16.0,21.0,22.0,65.0
0.41,0.275,0.85,0.44,1.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346068348933286,1.0905847055593627,1.605459435800237,1.3024592124131964,5.041267201805533,-0.011308782719567985,-0.007778444461111528,-0.020357008925223123,-0.011920798019950496,-0.051365034125853117,6.0,7.0,7.0,7.0,24.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.365,0.465,0.38,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2172099243762302,1.2813176811392184,1.2242446650894612,1.1728597529116642,4.723335685720385,-0.008002700067501685,-0.010156003900097505,-0.012172054301357536,-0.010371259281482031,-0.04070201755043874,7.0,7.0,7.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.135,0.11,0.09,0.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7249827584156708,0.7725121358270051,0.6617401302626308,0.6260191690355806,2.7400684298024265,-0.0035100877521938,-0.003926348158703968,-0.0032190804770119283,-0.002649066226655664,-0.013304582614565382,5.0,7.0,5.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
