method,parameter,value
rejection,theta,2.785618405406829
sabc_4d,theta,3.071492284109071
loclin,theta,1.5476433760964923
neuralnet,theta,1.376750440415832
lm,theta,7.111066837751229
rf,theta,0.8076187259091993
loess,theta,4.229461270418778
rfboot,theta,3.4207411986195253
average,theta,23.14668612237735
