method,parameter,value
rejection,theta,3.09586865593383
sabc_4d,theta,3.1653608358531256
sabc_1d,theta,3.1667352523908203
loclin,theta,3.02745185554868
neuralnet,theta,2.7892129165347974
lm,theta,3.778795329275699
rf,theta,2.7376769190195387
rfboot,theta,3.9650311799172355
loess,theta,3.6153671692721363
average,theta,4.500698940369482
