method,parameter,value
rejection,theta,2.8432377149739767
sabc_4d,theta,3.1494740020128433
loclin,theta,1.7175415336248592
neuralnet,theta,1.5854886738015939
lm,theta,7.000410227146078
rf,theta,0.8013498262439388
loess,theta,4.214576619430312
rfboot,theta,3.8471022657608147
average,theta,22.538406062416087
