method,parameter,value
rejection,theta,3.1569666622194177
sabc_4d,theta,3.255824013192421
sabc_1d,theta,3.2517121982238955
loclin,theta,2.962440542727631
neuralnet,theta,2.9334201870930605
lm,theta,3.7871313652877197
rf,theta,2.6934160692244813
rfboot,theta,3.9429086210066027
loess,theta,3.63478474446483
average,theta,4.565975983484165
